IDEmploye,IDOperation,avg_temps,avg_rendement,most_used_machine,most_used_chain
193,932,30.0,50.85,1,13
193,933,0.7,2.69,1,13
193,934,26.375,9.85,13,13
193,940,13.3,7.47,15,13
193,957,16.5,412.5,3,13
193,962,25.85,6.345,1,13
193,965,30.0,50.85,1,13
193,969,7.0,53.85,13,13
193,972,81.0,28.83,15,13
193,973,30.5,11.09,1,13
193,977,0.75,0.0,1,13
193,978,12.46875,17.85875,13,13
193,982,11.75,9.48,1,13
193,983,29.5,32.07,1,13
193,984,3.6,0.67,15,13
193,989,14.4,29.39,1,13
193,990,26.0,4.81,5,13
193,992,9.166666666666666,8.09,1,13
193,993,34.4,9.1,9,13
193,996,20.0,36.36,12,13
193,997,5.25,1.87,1,13
193,998,0.75,0.0,1,13
193,1001,225.0,489.13,9,13
193,1003,16.8,17.32,1,13
193,1004,29.0,6.53,13,13
193,1008,37.0,27.41,15,13
193,1023,18.0,6.67,1,13
193,1025,4.05,125.055,9,13
193,1029,14.375,26.455000000000002,1,13
193,1033,9.5,1.76,1,13
193,1035,7.6000000000000005,7.119999999999999,13,13
193,1046,1.2,18.855,1,13
193,1049,8.8,66.36,9,13
193,1051,8.8,67.69,1,13
193,1053,12.4,28.96,9,13
193,1054,12.0,400.0,1,13
193,1057,18.0,8.78,16,13
193,1060,36.0,22.22,12,13
193,1071,5.866666666666667,62.116666666666674,1,13
193,1072,4.733333333333333,16.150000000000002,12,13
193,1073,19.2,13.43,16,13
193,1075,32.3,48.94,1,13
193,1076,23.080000000000002,6.279999999999999,12,13
193,1084,12.0,2.22,5,13
193,1092,28.05,37.785,5,13
193,1093,28.5,285.0,4,13
193,1097,17.0,7.87,15,13
193,1100,2.3066666666666666,7.13,1,13
193,1101,25.0,4.83,1,13
193,1119,14.25,356.25,1,13
193,1140,13.2625,24.978749999999998,9,13
193,1142,6.5,11.209999999999999,12,13
193,1144,13.0,7.51,1,13
193,1145,3.8,0.7,3,13
193,1152,20.48,19.972,1,13
193,1153,19.0,475.0,1,13
193,1156,7.2,0.0,1,13
193,1158,27.5,352.91,1,13
193,1161,33.63333333333333,157.21333333333334,1,13
193,1167,17.2,4.57,13,13
193,1171,10.0,250.0,1,13
193,1181,48.15,10.45,9,13
193,1186,9.475,34.56,1,13
193,1196,15.0,71.43,1,13
193,1204,40.5,9.64,1,13
193,1215,25.5,29.65,4,13
193,1221,61.6375,22.9075,4,13
193,1224,26.75,21.57,1,13
193,1250,9.452,47.758,1,13
193,1251,46.784375,32.823750000000004,1,13
193,1257,8.8,32.805,9,13
193,1259,19.0,475.0,15,13
193,1260,0.85,1.04,12,13
193,1261,2.1,0.41,12,13
193,1278,3.6,32.73,9,13
193,1284,20.0,36.36,9,13
193,1322,1.125,12.685,1,13
193,1347,24.0,4.44,15,13
193,1359,27.0,6.43,12,13
193,1362,3.0,31.25,1,13
193,1366,32.2,146.49,1,13
193,1370,42.0,173.755,1,13
193,1379,5.525,40.625,1,13
193,1388,34.0,18.72,1,13
193,1403,73.33333333333333,25.39,9,13
193,1410,2.8,13.33,9,13
193,1411,6.75,1.25,9,13
193,1416,7.833333333333333,121.83333333333333,1,13
193,1419,14.0,66.67,9,13
193,1420,56.0,10.37,1,13
193,1424,32.5,6.2,1,13
193,1431,0.4,2.67,9,13
193,1437,4.8,60.0,1,13
193,1447,1.8,8.18,12,13
193,1453,12.066666666666668,17.863333333333333,9,13
193,1458,59.2,10.96,8,13
193,1468,9.0,125.38,9,13
193,1469,32.7,251.54,1,13
193,1476,14.416666666666666,4.383333333333334,9,13
193,1481,13.25,10.69,1,13
193,1492,13.3,63.33,1,13
193,1497,30.5,23.46,1,13
193,1498,11.25,14.8,1,13
193,1499,46.875,46.025,15,13
193,1502,2.5,0.46,5,13
193,1503,17.5,32.41,5,13
193,1506,7.5,23.44,1,13
193,1513,26.5,8.45,1,13
193,1531,18.3,5.72,5,13
193,1533,16.0,7.62,15,13
193,1543,39.0,7.22,1,13
193,1567,4.5,8.33,4,13
193,1572,18.6,465.0,4,13
193,1581,63.0,23.77,1,13
193,1595,16.0,21.05,16,13
193,1597,15.4,3.86,1,13
193,1604,5.0,15.470000000000002,9,13
193,1615,46.5,16.259999999999998,1,13
193,1629,24.25,7.8100000000000005,1,13
193,1634,13.0,8.28,5,13
193,1638,30.5,10.13,1,13
193,1640,52.5,26.25,12,13
193,1650,22.75,4.21,15,13
193,1660,13.5,7.34,12,13
193,1662,1.3,0.36,1,13
193,1681,2.735416666666667,3.3678125,9,13
193,1686,20.666666666666668,19.205000000000002,9,13
193,1720,14.55,214.925,9,13
193,1732,12.45,3.3299999999999996,1,13
193,1734,4.5,0.905,3,13
193,1740,21.6,4.24,9,13
193,1747,95.0,32.53,1,13
193,1781,54.0,31.21,1,13
193,1782,0.6499999999999999,1.5,1,13
193,1783,0.675,1.625,1,13
193,1790,21.5,4.22,1,13
193,1791,0.18,3.6,1,13
193,1819,41.25,22.56,16,13
193,1820,9.6,0.0,16,13
193,1845,6.403846153846154,1.606153846153846,9,13
193,1859,33.0,6.11,15,13
193,1894,154.0,452.94,21,13
193,1902,25.5,31.48,13,13
193,1938,3.2,80.0,9,13
193,1953,17.5,9.263333333333334,1,13
193,1955,1.7999999999999998,0.695,5,13
193,1961,21.75,4.03,13,13
193,1965,1.5,1.4,20,13
193,1970,31.5,12.96,9,13
193,1978,24.0,12.7,1,13
193,1985,62.5,23.755,12,13
193,1986,2.4,3.04,9,13
193,1990,6.65,11.6425,9,13
193,1991,19.8,6.6899999999999995,9,13
193,2001,28.5,712.5,13,13
193,2011,29.75,48.77,3,13
193,2035,16.5,18.5475,12,13
193,2052,25.0,625.0,1,13
193,2053,28.0,9.99,1,13
193,2056,38.5,25.16,1,13
193,2072,12.8,320.0,1,13
193,2076,40.5,25.8,1,15
193,2079,15.0,214.29,13,13
193,2086,3.25,1.02,9,13
193,2087,28.5,5.455,1,13
193,2088,10.075,30.59,12,13
193,2100,28.0,18.54,1,13
193,2102,13.2,188.57,1,13
193,2118,0.5,0.1,9,13
193,2125,17.95,289.03,12,13
193,2164,7.2,32.915,9,13
193,2187,36.55,17.995,1,13
193,2188,25.0,6.81,1,13
193,2206,24.0,240.0,16,13
193,2213,18.0,50.0,1,13
193,2214,11.25,8.425,5,13
193,2215,16.5,33.67,1,13
193,2246,10.666666666666666,42.62,9,13
193,2248,1.35,1.8499999999999999,8,13
193,2250,18.6,19.18,12,13
193,2252,4.125,125.0,1,13
193,2254,21.5,537.5,1,13
193,2273,25.0,12.69,9,13
193,2286,10.0,45.45,9,13
193,2298,10.0,4.63,15,13
193,2311,40.5,7.5,16,13
193,2332,10.0,2.76,1,17
193,2342,24.5,13.76,5,13
193,2343,20.25,17.32,5,13
193,2345,8.299999999999999,24.99,12,13
193,2352,14.8,17.21,1,13
193,2353,51.0,25.0,1,13
193,2367,18.64,5.398000000000001,16,13
193,2384,62.5,22.3,1,13
193,2391,21.0,4.12,5,13
193,2396,12.521428571428572,127.02857142857144,1,13
193,2409,8.4,0.0,1,13
193,2411,27.0,15.61,5,13
193,2415,10.5,10.82,9,13
193,2416,11.75,16.55,1,13
193,2433,31.75,62.075,3,13
193,2439,4.0,0.83,3,13
193,2447,24.5,48.04,1,13
193,2476,17.5,48.61,5,13
193,2477,18.0,3.33,1,13
193,2496,54.0,10.0,5,13
193,2517,7.566666666666666,2.3666666666666667,16,13
193,2544,23.36666666666667,111.48,1,13
193,2545,0.6,3.0,12,13
193,2566,12.133333333333333,177.53333333333333,1,13
193,2568,7.2,6.67,9,13
193,2569,4.175,99.45,1,13
193,2584,35.2,270.77,12,13
193,2586,1.8,8.18,9,13
193,2588,0.6666666666666666,0.48666666666666664,8,13
193,2595,43.0,24.86,1,13
193,2610,44.0,13.58,1,13
193,2611,55.5,23.32,1,13
193,2627,27.0,270.0,1,13
193,2674,1.0,0.3,1,13
193,2681,2.6999999999999997,10.116666666666667,9,13
193,2683,7.65,107.175,9,13
193,2684,4.0,100.0,1,13
193,2691,24.2,146.245,1,13
193,2692,10.399999999999999,143.57,1,13
193,2700,12.0,22.22,9,13
193,2704,33.6,31.11,9,13
193,2709,8.4,1.56,9,13
193,2716,15.5,387.5,1,13
193,2723,41.5,11.01,12,13
193,2724,54.8,274.0,1,13
193,2728,7.5,12.308181818181817,1,13
193,2734,27.0,21.77,12,13
193,2740,44.0,550.0,16,13
193,2748,11.5,2.13,1,13
193,2755,18.6,465.0,12,13
193,2770,0.65,0.12,1,13
193,2771,0.4,0.71,9,13
193,2776,19.0,44.20333333333334,1,13
193,2777,22.75,66.91,4,13
193,2786,0.3,0.0,9,13
193,2803,12.0,2.35,9,13
193,2809,5.4,180.0,12,13
193,2811,6.3,210.0,1,13
193,2821,3.1666666666666665,3.8266666666666667,9,13
193,2855,11.0,5.82,1,13
193,2867,2.4,2.93,1,13
193,2890,12.4,3.76,1,13
193,2891,21.7,7.21,1,13
193,2917,15.0,2.94,1,13
193,2920,0.7,0.5,1,13
193,2945,0.3,0.39,1,13
193,2947,0.2,0.2,9,13
193,2948,0.6,1.46,1,13
193,2952,2.1,2.96,1,13
193,2954,0.25,2.5,9,13
193,2957,1.6,3.675,1,13
193,2958,0.6666666666666666,2.9033333333333338,9,13
193,2959,1.0499999999999998,2.5300000000000002,1,13
193,2960,0.8,1.2349999999999999,1,13
193,2962,0.8,0.39,1,13
193,2965,0.8,0.68,8,13
193,2967,0.15,0.5,1,13
193,2968,0.15,1.5,1,13
193,2977,20.8,17.48,9,13
193,2990,29.0,5.91,1,13
193,3005,10.8,7.390000000000001,9,13
193,3006,3.8333333333333335,0.91,9,13
193,3008,13.0,34.885,1,13
193,3052,38.0,7.45,1,13
193,3098,44.1,16.64,1,13
193,3109,12.5,2.49,9,13
193,3110,12.5,12.14,9,13
193,3115,25.0,12.69,9,13
193,3117,25.0,4.67,9,22
193,3123,13.5,3.2199999999999998,1,13
193,3125,6.9,20.832,1,13
193,3134,21.6,4.0,9,13
193,3137,12.5,8.43,9,13
193,3166,8.4,1.555,1,13
193,3174,44.0,14.29,1,13
193,3203,15.075581395348838,9.887674418604652,1,13
193,3204,10.946153846153846,9.815128205128206,1,13
193,3205,9.333333333333334,26.3,9,13
193,3206,16.0,26.48,1,13
193,3254,5.0,1.31,9,13
193,3283,13.875,16.295,1,13
193,3293,36.0,6.67,15,13
193,3302,2.4,60.0,1,13
193,3313,40.5,12.94,1,13
193,3314,12.25,9.88,5,13
193,3316,2.8,0.52,13,13
193,3330,12.0,31.58,1,13
193,3356,45.5,10.02,12,13
193,3359,3.0,13.64,4,13
193,3368,36.0,12.81,1,13
193,3372,25.0,19.53,1,13
193,3383,25.5,31.48,13,13
193,3386,13.5,31.4,12,13
193,3423,31.0,22.14,16,13
193,3432,18.5,8.56,1,13
193,3459,10.8,6.67,9,13
193,3463,99.0,19.49,25,13
193,3474,4.0,25.0,25,13
195,556,24.75,45.88041095890411,13,11
195,574,41.55,38.935,1,11
195,575,53.375,57.03,1,11
195,612,42.0,28.38,15,11
195,614,45.43478260869565,53.63695652173914,1,11
195,615,25.0,46.3,13,11
195,616,37.310810810810814,51.18108108108108,1,11
195,628,59.5,50.0,15,11
195,629,29.0,74.89636363636363,13,11
195,642,33.125,53.644999999999996,13,11
195,674,43.34722222222222,33.155,9,11
195,680,84.75,40.915,1,11
195,705,11.75,53.41,5,11
195,709,133.94375,38.198125,15,11
195,711,13.5,44.50666666666666,5,11
195,713,18.0,27.61,13,11
195,714,64.0,41.03,12,11
195,716,12.0,59.18333333333334,13,11
195,717,20.0,37.550000000000004,1,11
195,738,38.75,48.115,1,17
195,741,35.7,31.87,16,11
195,781,42.5,24.9575,9,12
195,795,24.0,36.36,1,11
195,799,24.666666666666668,20.283333333333335,9,11
195,825,43.541666666666664,55.95333333333334,1,11
195,827,49.5,28.61,16,11
195,828,48.0,44.074999999999996,14,11
195,839,6.800000000000001,32.615,1,11
195,845,69.0,44.724999999999994,12,11
195,856,15.0,2.78,1,13
195,857,19.25,44.86666666666667,12,11
195,865,22.5,26.16,1,12
195,884,33.5,56.78,1,11
195,934,62.65079365079365,46.301428571428566,13,11
195,965,57.208333333333336,49.79653846153846,1,11
195,966,18.173076923076923,44.26153846153846,1,11
195,969,15.0,55.56,13,11
195,970,14.5,53.7,15,11
195,973,82.42317708333333,58.08947916666667,1,11
195,978,22.410714285714285,50.88928571428572,13,11
195,982,52.875,38.385000000000005,1,11
195,983,118.57142857142857,55.64857142857143,1,11
195,984,69.3,66.45599999999999,15,11
195,985,113.21907216494846,50.07515463917526,1,11
195,990,25.0,32.89,5,11
195,998,13.3,18.82,1,11
195,1004,104.4,52.46,13,17
195,1006,16.166666666666668,48.72666666666667,1,11
195,1011,41.625,57.51,13,11
195,1018,98.25,36.59,1,11
195,1025,12.5,25.0,9,12
195,1029,132.0,26.94,1,12
195,1031,43.875,40.585,1,11
195,1046,12.0,29.795,1,15
195,1049,40.2,43.855,9,11
195,1051,24.8,45.335,1,11
195,1055,48.62,29.018,1,11
195,1081,16.0,24.62,1,12
195,1101,14.5,37.18,1,11
195,1140,47.1,45.0,9,11
195,1152,14.0,36.84,1,11
195,1156,4.8,9.8,1,11
195,1162,14.625,37.16,1,11
195,1168,47.3,32.056,1,11
195,1169,64.05813953488372,64.2593023255814,1,11
195,1175,19.375,54.254999999999995,13,11
195,1212,21.5,58.3725,1,11
195,1215,47.84090909090909,47.82545454545455,4,11
195,1224,107.61764705882354,57.84529411764706,1,11
195,1228,89.18181818181819,52.33727272727273,12,11
195,1229,84.86111111111111,49.30444444444444,1,11
195,1230,10.5,38.89,12,11
195,1250,35.625,24.85,1,12
195,1275,20.0,36.655,9,11
195,1302,40.0,47.62,1,18
195,1329,100.0,65.588,1,11
195,1355,55.599999999999994,36.010000000000005,1,11
195,1366,40.5,47.09,1,11
195,1370,20.0,29.41,1,11
195,1384,43.63636363636363,54.83727272727273,1,11
195,1405,30.0,52.76,1,17
195,1411,41.625,48.94,9,11
195,1415,38.4,45.406,1,11
195,1419,8.25,49.5,9,11
195,1424,53.57142857142857,43.31428571428571,1,11
195,1430,27.0,58.7,11,11
195,1433,25.5,42.946666666666665,1,11
195,1453,41.7,29.11,9,11
195,1469,51.86507936507937,66.41650793650793,1,11
195,1471,24.5,58.33,1,11
195,1491,26.0,55.32,13,11
195,1492,17.0,15.74,1,11
195,1497,30.58653846153846,45.31192307692308,1,11
195,1498,24.776315789473685,48.27789473684211,1,11
195,1500,52.5,53.81,12,11
195,1502,8.25,37.5,5,11
195,1504,22.0,42.126666666666665,5,11
195,1506,11.727272727272727,48.38018181818182,1,11
195,1513,26.5,61.63,1,11
195,1516,85.48214285714286,52.278571428571425,1,11
195,1530,48.92857142857143,54.79571428571428,1,11
195,1536,11.0,46.269999999999996,1,11
195,1553,15.0,25.42,9,11
195,1555,21.0,43.79,1,11
195,1572,68.0,44.8,4,11
195,1579,25.5,60.58714285714286,1,11
195,1581,41.95,49.44,1,11
195,1597,22.0,61.11,1,11
195,1601,22.5,53.605000000000004,1,11
195,1602,15.75,49.22,5,11
195,1629,44.0,42.769999999999996,1,11
195,1632,168.25,40.74,12,11
195,1633,49.5,56.5,1,11
195,1637,13.5,50.56166666666667,1,11
195,1638,30.5,52.46,1,11
195,1649,66.9,39.717999999999996,1,11
195,1650,31.8,64.9,15,11
195,1653,29.0,42.045,1,11
195,1660,76.8,31.965,12,17
195,1709,11.5,31.953333333333333,1,15
195,1711,56.5,34.355000000000004,1,11
195,1715,92.5,53.44,1,11
195,1729,94.825,62.4106,4,11
195,1732,60.5,56.72,1,11
195,1745,32.0,32.99,1,11
195,1750,25.5,49.265,1,11
195,1759,72.32142857142857,57.49357142857143,1,11
195,1789,57.708333333333336,54.77333333333333,1,11
195,1790,32.25,56.97666666666666,1,11
195,1819,45.9375,55.0575,16,11
195,1820,79.2,41.370000000000005,16,11
195,1852,32.25,26.22,1,11
195,1953,21.0,55.26,1,18
195,1961,85.83333333333333,59.36965277777777,13,11
195,1965,30.0,47.62,20,18
195,1978,12.0,36.36,1,11
195,1982,15.75,41.45,16,11
195,2033,28.799999999999997,41.405,1,11
195,2042,69.15384615384616,70.80307692307693,1,11
195,2043,19.5,31.665,1,11
195,2046,246.76388888888889,65.64111111111112,4,11
195,2052,27.083333333333332,48.88583333333334,1,11
195,2053,48.65760869565217,50.72673913043478,1,11
195,2056,106.61538461538461,44.66769230769231,1,11
195,2059,38.0,50.0,5,11
195,2060,9.75,22.67,1,11
195,2061,55.714285714285715,53.14142857142857,1,11
195,2062,17.25,10.78,1,11
195,2087,30.88888888888889,51.51972222222222,1,11
195,2088,79.57407407407408,59.339259259259265,12,11
195,2090,77.26470588235294,59.27617647058824,1,11
195,2105,17.208333333333332,38.06666666666667,9,11
195,2123,55.5,42.69,12,11
195,2145,24.107142857142858,32.582857142857144,9,11
195,2183,15.0,31.58,1,11
195,2185,33.75,41.34,1,11
195,2188,83.75,63.31375,1,11
195,2197,76.5,62.7,1,11
195,2220,125.0,52.52,13,11
195,2222,95.05882352941177,62.82823529411764,1,11
195,2223,84.4,61.2155,1,11
195,2234,21.0,57.946000000000005,1,11
195,2252,31.5,20.21666666666667,1,11
195,2295,11.5,23.0,1,11
195,2322,46.03846153846154,58.78153846153846,4,11
195,2332,30.0,21.69,1,15
195,2343,108.96428571428571,45.48571428571428,5,11
195,2363,24.589285714285715,51.18928571428571,1,11
195,2384,62.455357142857146,49.67964285714286,1,11
195,2396,27.5,40.623636363636365,1,11
195,2404,23.625,35.7225,13,11
195,2412,27.9,53.74400000000001,1,11
195,2416,57.325581395348834,48.95116279069768,1,11
195,2475,57.375,49.40875,1,11
195,2478,78.0,60.0,1,11
195,2495,33.5,51.54,1,11
195,2499,13.4375,48.917500000000004,1,11
195,2558,30.0,36.59,1,11
