IDEmploye,IDOperation,avg_temps,avg_rendement,most_used_machine,most_used_chain
250,714,30.5,60.5575,12,20
250,716,12.0,70.59,13,18
250,717,46.666666666666664,48.76333333333333,1,12
250,744,3.6,29.740000000000002,16,12
250,756,14.0,82.35,12,18
250,779,28.5,39.685,9,12
250,782,32.339999999999996,61.029999999999994,12,20
250,792,34.2,67.13000000000001,1,17
250,793,36.78809523809524,66.6152380952381,12,12
250,796,25.733333333333334,63.028888888888886,12,12
250,799,26.5,31.860000000000003,9,12
250,821,8.0,40.0,5,12
250,826,8.0,22.86,12,12
250,828,111.1873417721519,39.35993670886076,14,12
250,839,15.583333333333334,35.47833333333333,1,12
250,842,76.475,56.744375,12,12
250,843,37.2,53.14,16,20
250,845,23.75,45.47625,12,12
250,853,15.25,43.666666666666664,1,12
250,854,48.857142857142854,38.721428571428575,1,12
250,856,9.275,56.31583333333333,1,12
250,857,1.4,28.0,12,12
250,868,21.900000000000002,37.925,1,12
250,884,79.8076923076923,49.51769230769231,1,12
250,885,36.75,93.375,12,12
250,888,90.39999999999999,76.88666666666667,12,12
250,890,76.53333333333333,73.96333333333332,1,12
250,896,24.4,56.73555555555556,12,17
250,903,0.65,16.25,1,12
250,910,40.233333333333334,70.26,1,12
250,916,5.0,33.33,9,12
250,917,38.166666666666664,68.39,1,12
250,923,74.71111111111111,45.028888888888886,12,18
250,924,50.0,45.87,3,12
250,928,1.5,75.0,3,12
250,929,39.0,60.105000000000004,12,12
250,933,12.0,38.71,1,17
250,934,39.75,45.06,13,20
250,957,1.1,27.5,3,12
250,963,23.296,36.1,13,12
250,964,31.0,33.7,1,12
250,965,27.083333333333332,28.626666666666665,1,12
250,973,43.4375,39.945,1,12
250,976,22.5,24.46,12,12
250,983,61.0,43.74125,1,12
250,984,80.0,50.96,15,20
250,985,45.28333333333333,54.86666666666667,1,12
250,989,34.0,48.1025,1,17
250,998,24.316666666666666,44.848333333333336,1,12
250,1002,53.175,50.6575,12,20
250,1003,49.95,56.741,1,20
250,1004,67.3157894736842,52.05105263157895,13,12
250,1005,68.0,59.54333333333333,1,12
250,1006,30.5,50.34,1,18
250,1011,37.5,51.44,13,20
250,1019,37.583333333333336,38.449999999999996,13,12
250,1025,18.075,47.79333333333333,9,12
250,1026,81.9,60.67,1,20
250,1029,47.28684210526316,40.99894736842106,1,12
250,1031,29.25,44.825,1,12
250,1042,22.5,75.0,12,18
250,1044,5.55,36.00833333333333,1,12
250,1046,21.45,44.8725,1,12
250,1047,53.666666666666664,38.913333333333334,12,12
250,1056,46.07,45.557,12,12
250,1057,62.333333333333336,62.47166666666667,16,12
250,1060,73.5,68.435,12,12
250,1069,85.2,49.28,1,12
250,1071,45.325,54.8,1,12
250,1072,142.1375,52.21725,12,12
250,1073,55.46666666666667,54.583333333333336,16,12
250,1076,21.178571428571427,48.21357142857143,12,12
250,1079,20.0,62.5,16,12
250,1089,72.0,46.45,15,12
250,1097,78.5,63.552,15,12
250,1098,111.25,26.575,15,12
250,1101,33.333333333333336,53.10666666666666,1,20
250,1140,21.9,41.118750000000006,9,12
250,1156,9.0,16.67,1,12
250,1158,126.0,43.15,1,20
250,1159,38.166666666666664,68.39,1,12
250,1161,25.3,66.58,1,17
250,1162,20.0,21.225,1,17
250,1172,43.5,27.53,1,12
250,1186,9.6,26.645,1,17
250,1202,10.8,25.12,1,12
250,1204,1.0,20.0,1,12
250,1221,1.2,15.0,4,12
250,1234,23.5,46.45399999999999,1,18
250,1238,183.0,56.48,12,12
250,1251,24.0,55.81,1,20
250,1252,12.0,35.29,12,12
250,1257,38.4,50.53,9,12
250,1259,70.72,65.27133333333333,15,12
250,1272,18.0,40.40333333333333,1,18
250,1278,16.133333333333333,51.025,9,12
250,1297,51.333333333333336,50.155,12,20
250,1299,35.5,31.7,4,20
250,1345,34.5,40.1,1,17
250,1359,61.5,30.865000000000002,12,12
250,1366,59.681999999999995,60.9312,1,12
250,1369,9.0625,37.8025,9,12
250,1372,240.625,53.4275,13,20
250,1375,102.0,40.16,12,12
250,1378,39.24,52.910000000000004,1,12
250,1379,26.21666666666667,58.89333333333334,1,12
250,1384,81.0,51.974999999999994,1,12
250,1388,23.375,40.715,1,20
250,1402,105.0,69.97,16,12
250,1407,56.5,36.22,11,18
250,1413,49.08,27.863999999999997,1,12
250,1415,33.760000000000005,49.759,1,12
250,1416,10.786666666666667,45.44,1,12
250,1420,8.62,43.20249999999999,1,12
250,1435,69.75,66.27,1,12
250,1436,21.0,43.415,1,12
250,1437,21.066666666666666,57.1,1,12
250,1468,13.525,33.51,9,12
250,1469,48.0,63.16,1,12
250,1471,24.5,53.489999999999995,1,20
250,1476,42.410714285714285,41.090714285714284,9,18
250,1492,2.8,70.0,1,12
250,1497,42.75,41.042500000000004,1,20
250,1498,23.0,41.07,1,20
250,1499,54.0,32.0,15,20
250,1501,38.0,26.925,1,20
250,1506,13.275,42.80375,1,12
250,1516,131.23,53.09,1,18
250,1521,29.5,28.64,12,20
250,1555,16.333333333333332,29.413333333333338,1,20
250,1579,38.25,44.73,1,17
250,1597,64.66777777777777,45.99111111111111,1,20
250,1601,52.371428571428574,43.24485714285714,1,20
250,1629,61.199999999999996,47.825,1,12
250,1634,22.5,34.62,5,12
250,1636,46.666666666666664,52.92666666666667,1,12
250,1637,23.5875,40.3025,1,12
250,1648,23.5,47.96,1,18
250,1650,96.0,46.83,15,20
250,1668,49.5,49.72333333333333,1,20
250,1686,37.0,42.855000000000004,9,12
250,1701,35.0,45.169999999999995,1,12
250,1709,20.8625,43.515,1,12
250,1722,1.6,22.86,1,12
250,1727,49.0,40.215,1,17
250,1732,24.0,15.89,1,17
250,1734,30.0,34.48,3,17
250,1746,43.75,57.44,1,20
250,1760,144.0,51.25,13,20
250,1782,92.16666666666667,66.54166666666667,1,12
250,1783,153.33333333333334,80.02333333333333,1,12
250,1785,37.582499999999996,33.59875,1,12
250,1790,36.25,43.553333333333335,1,18
250,1791,167.5,41.05,1,12
250,1795,44.1,47.45333333333334,16,20
250,1799,80.5,53.44,1,20
250,1820,38.675,40.6075,16,20
250,1859,55.6875,36.3,15,20
250,1862,52.0,55.82,13,20
250,1932,3.0,42.86,1,12
250,1938,29.266666666666666,59.06,9,12
250,1961,80.46428571428571,42.69428571428572,13,20
250,1983,42.666666666666664,22.02333333333333,1,20
250,1990,10.200000000000001,41.38333333333333,9,12
250,2008,33.949999999999996,27.0525,20,12
250,2009,2.6,10.0,20,12
250,2023,6.0,18.75,1,12
250,2035,12.342857142857143,43.05642857142857,12,12
250,2052,31.666666666666668,42.00666666666667,1,18
250,2053,29.0,55.00666666666667,1,18
250,2061,22.5,49.125,1,18
250,2063,59.8125,36.3375,1,20
250,2072,58.4,49.2225,1,12
250,2086,37.125,54.7875,9,18
250,2088,54.900000000000006,55.785000000000004,12,12
250,2089,2.8333333333333335,9.873333333333333,1,17
250,2090,48.75,49.075,1,18
250,2096,66.91666666666667,44.586666666666666,1,20
250,2098,21.0,48.84,1,18
250,2100,21.7,67.81,1,20
250,2105,12.7,62.09,9,12
250,2123,66.60000000000001,38.483333333333334,12,12
250,2125,222.04999999999998,84.4775,12,12
250,2155,39.0,48.15,1,20
250,2157,51.25,47.10333333333333,1,12
250,2160,19.9,22.46,1,12
250,2164,6.533333333333334,34.89333333333334,9,12
250,2187,42.0,15.85,1,17
250,2193,67.2,51.69,13,20
250,2206,28.0,43.903333333333336,16,20
250,2231,24.53333333333333,87.13666666666667,9,12
250,2232,26.0,60.47,9,20
250,2240,58.5,75.025,13,18
250,2246,22.142857142857142,66.67571428571429,9,20
250,2252,36.60625,41.7575,1,12
250,2302,22.0,34.385000000000005,1,18
250,2322,17.5,28.31,4,12
250,2332,35.333333333333336,33.85333333333333,1,20
250,2343,54.0,45.38,5,18
250,2352,19.36,46.239999999999995,1,12
250,2353,7.2,14.12,1,12
250,2374,55.76923076923077,46.48461538461538,12,20
250,2384,72.86842105263158,50.83684210526316,1,20
250,2388,15.0,46.88,1,12
250,2396,11.953333333333331,52.58866666666667,1,20
250,2405,45.75,58.54,13,20
250,2406,45.75,53.674,13,20
250,2412,47.333333333333336,51.133333333333326,1,12
250,2451,110.0,47.41285714285714,13,18
250,2494,61.666666666666664,35.266666666666666,4,12
250,2496,60.833333333333336,46.78333333333333,5,20
250,2557,25.0,35.21,12,18
250,2558,22.0,61.70333333333334,1,20
250,2568,20.0,52.63,9,18
250,2572,12.0,17.14,1,12
250,2575,29.75,95.68,12,12
250,2577,38.0,40.685,12,12
250,2615,50.0,33.916666666666664,1,18
250,2640,69.65,40.004999999999995,1,12
250,2642,35.5,53.74,3,20
250,2649,39.75,36.745000000000005,1,20
250,2652,8.75,23.03,5,20
250,2681,7.928571428571429,46.855714285714285,9,12
250,2691,0.8,0.0,1,17
250,2700,30.83076923076923,39.151153846153846,9,12
250,2716,15.5,39.769999999999996,1,12
250,2728,17.799999999999997,34.64555555555555,1,12
250,2730,60.0,43.48,1,17
250,2751,35.7,30.51,11,12
250,2752,28.0,40.989999999999995,1,12
250,2769,9.0,28.3,1,12
250,2771,8.266666666666667,42.28333333333333,9,12
250,2778,35.5,8.87,16,13
250,2796,33.75,35.515,1,18
250,2799,124.0,65.63499999999999,1,12
250,2813,25.35,34.165,3,12
250,2819,47.0,22.634999999999998,1,12
250,2821,13.5,34.57833333333333,9,12
250,2854,36.0,41.38,1,17
250,2856,114.10000000000001,48.92333333333334,12,12
250,2857,91.8,45.9,3,12
250,2858,102.19999999999999,48.46333333333333,12,12
250,2860,74.4,33.21,1,12
250,2863,27.9,31.994999999999997,1,12
250,2864,18.6,31.72,9,12
250,2865,12.6,30.73,1,12
250,2867,134.01111111111112,42.70587301587301,1,20
250,2914,1.5,13.64,1,12
250,2915,13.6,25.19,1,12
250,2916,57.0,34.97,20,17
250,2917,30.0,33.71,1,17
250,2919,24.0,21.615000000000002,1,12
250,2925,32.0,51.25333333333333,1,20
250,2928,24.0,42.86,1,17
250,2936,25.0,31.725,1,20
250,2938,29.25,33.6175,9,17
250,2944,60.0,33.15,12,12
250,2945,7.44375,45.323125,1,12
250,2953,15.0,37.5,1,12
250,2973,72.0,31.03,15,20
250,2975,72.0,14.12,1,12
250,2980,8.0,30.77,13,12
250,2982,4.0,53.333333333333336,9,12
250,2983,8.0,48.17666666666667,9,12
250,2985,10.0,50.0,3,12
250,2986,15.333333333333334,45.21666666666667,9,12
250,2987,16.0,43.6975,1,12
250,2988,33.333333333333336,37.54,1,12
250,2990,11.666666666666666,38.79,1,12
250,3004,63.0,64.065,5,12
250,3005,21.0,70.56333333333333,9,12
250,3007,10.8,33.75,1,12
250,3008,16.080000000000002,39.08,1,12
250,3019,28.0,54.9,1,12
250,3023,6.0,37.5,9,12
250,3054,36.0,41.38,1,17
250,3056,61.333333333333336,34.43666666666667,1,20
250,3062,28.619999999999997,47.113,1,12
250,3089,39.0,32.77,12,20
250,3092,85.0,52.47,13,20
250,3099,31.95,70.045,1,20
250,3100,105.0,48.59777777777778,13,20
250,3101,28.0,51.85,8,20
250,3122,12.5,2.86,8,18
250,3123,29.892857142857142,63.381428571428565,1,20
250,3132,37.2,45.39,9,20
250,3134,10.65,79.775,9,20
250,3164,18.72,38.838,1,12
250,3167,48.958333333333336,52.39833333333333,13,20
250,3195,66.0,38.435,1,12
250,3197,27.3,64.955,1,20
250,3203,26.25,48.785,1,20
250,3204,18.0,47.2225,1,20
250,3205,17.0,50.63,9,20
250,3213,51.1,47.036,16,20
250,3214,49.611111111111114,50.275555555555556,13,20
250,3215,42.0,47.885,16,20
250,3245,54.0,50.59666666666667,-1,20
250,3246,87.08333333333333,50.96333333333333,1,20
250,3247,32.0,49.23,12,20
250,3248,91.125,48.3025,1,20
250,3249,54.0,38.57,1,20
250,3250,22.5,41.67,1,20
250,3263,12.5,32.89,1,20
250,3268,9.0,23.68,9,12
250,3269,62.98181818181818,26.783636363636365,1,12
250,3274,48.0,45.71,16,12
250,3281,20.0,31.96,1,20
250,3282,24.0,34.29,4,20
250,3293,72.0,47.68,15,20
250,3294,113.3125,42.27125,12,20
250,3296,40.5,50.0,1,20
250,3298,50.857142857142854,57.39714285714285,1,12
250,3313,10.5,53.695,1,12
250,3314,36.0,72.99000000000001,5,12
250,3347,15.75,54.03,1,18
250,3348,81.0,48.41,12,18
250,3349,27.5,35.26,16,18
250,3357,290.0,74.375,13,18
250,3369,25.0,51.02,9,18
250,3384,39.75,56.498333333333335,1,18
250,3385,17.0,54.84,12,18
250,3386,27.0,36.0,12,18
250,3388,37.857142857142854,53.205714285714286,1,18
250,3459,18.0,46.605000000000004,9,12
250,3460,5.781818181818182,45.234545454545454,1,12
250,3485,28.0,44.955,12,12
250,3486,18.0,41.86,9,12
252,556,51.96554054054054,55.48472972972973,13,21
252,574,26.93,36.14,1,12
252,575,59.616279069767444,46.22744186046511,1,21
252,581,97.4,50.717999999999996,13,21
252,589,5.0,1.3,5,13
252,609,70.53676470588235,51.676764705882356,13,21
252,612,28.7125,32.39,15,17
252,613,70.57537313432836,57.62044776119403,13,21
252,615,81.92517985611511,53.33827338129497,13,21
252,616,61.534375,51.505875,1,21
252,618,62.71875,55.725,12,21
252,620,34.65384615384615,43.45230769230769,1,21
252,641,49.02777777777778,42.64666666666667,1,21
252,642,143.2058823529412,46.38470588235294,13,15
252,674,63.90909090909091,36.73909090909091,9,15
252,713,44.375,45.77,13,21
252,714,47.34920634920635,52.68142857142857,12,21
252,741,36.375,39.45,16,17
252,754,61.25,68.12,1,15
252,766,57.6,47.006,16,21
252,792,35.81666666666667,52.51354166666667,1,21
252,793,65.73649999999999,53.32020000000001,12,21
252,794,31.36904761904762,52.9952380952381,16,15
252,813,52.5,33.44,12,21
252,820,3.6,51.43,9,21
252,843,25.6125,26.49,16,12
252,845,22.516666666666666,47.52666666666667,12,17
252,853,41.0,51.967999999999996,1,21
252,856,42.38,37.290000000000006,1,21
252,890,161.0,49.425,1,12
252,896,25.25,48.775,12,12
252,910,39.0,62.805,1,21
252,924,151.8,40.27,3,15
252,929,75.24,37.056,12,15
252,934,91.91,43.5292,13,15
252,951,27.3,33.73,1,17
252,961,88.92,37.184000000000005,12,15
252,976,42.6,28.445,12,17
252,978,39.583333333333336,38.67333333333333,13,17
252,983,28.416666666666668,52.00666666666667,1,21
252,984,14.25,67.86,15,15
252,1000,24.0,58.665,1,21
252,1002,55.0,49.81333333333333,12,21
252,1004,60.998275862068965,39.586551724137934,13,17
252,1006,45.0,48.754000000000005,1,21
252,1011,45.625,41.816250000000004,13,15
252,1012,100.2,56.1625,13,21
252,1029,8.4,38.18,1,21
252,1030,44.266666666666666,48.99666666666667,12,21
252,1031,9.75,30.47,1,21
252,1033,91.0,37.016,1,21
252,1039,35.19642857142857,42.96214285714286,12,21
252,1040,48.515625,46.871249999999996,12,21
252,1049,12.0,26.09,9,15
252,1055,33.0625,48.84375,1,21
252,1056,24.8,19.915,12,12
252,1060,20.25,52.58,12,21
252,1076,57.0,42.22,12,15
252,1089,36.5,42.44,15,21
252,1093,69.0,74.57000000000001,4,21
252,1100,22.5,54.343333333333334,1,21
252,1140,14.0,42.973333333333336,9,21
252,1142,38.4,48.90599999999999,12,21
252,1158,45.6,49.588,1,21
252,1161,36.0,60.155,1,21
252,1162,23.146666666666665,79.42166666666667,1,21
252,1167,54.136842105263156,33.62684210526316,13,17
252,1181,37.6,51.794000000000004,9,21
252,1209,87.0,47.89857142857143,1,21
252,1212,21.5,59.72,1,15
252,1228,129.0,37.135,12,15
252,1230,24.5,25.26,12,17
252,1257,118.39999999999999,45.345,9,12
252,1286,72.0,45.980000000000004,16,21
252,1294,44.53125,48.23375,1,21
252,1345,81.0,39.51,1,21
252,1366,84.71573033707865,49.75966292134831,1,21
252,1370,40.0,67.8,1,21
252,1380,100.0,34.19,1,17
252,1388,114.93382352941177,41.90911764705883,1,21
252,1402,24.0,55.81,16,21
252,1410,1.6,20.0,9,12
252,1411,17.666666666666668,49.06666666666666,9,21
252,1415,45.6,60.02333333333333,1,21
252,1416,23.2,33.330000000000005,1,21
252,1424,93.75,39.712,1,21
252,1444,73.703125,38.22875,1,15
252,1453,27.0,53.15777777777778,9,21
252,1468,23.0,44.725,9,17
252,1471,61.25,43.75,1,21
252,1489,18.9,37.06,1,17
252,1497,31.375,51.194,1,15
252,1498,20.573529411764707,58.46705882352941,1,15
252,1506,9.375,50.57,1,15
252,1520,41.36363636363637,38.66,1,17
252,1533,56.642857142857146,49.04142857142857,15,21
252,1541,20.416666666666668,44.089999999999996,1,21
252,1543,11.0,20.32,1,21
252,1555,10.0,47.5,1,15
252,1579,49.21875,52.381875,1,15
252,1581,86.5,46.75,1,15
252,1597,28.0,54.9,1,17
252,1603,51.5625,48.225,1,15
252,1632,89.53055555555555,50.37444444444444,12,15
252,1637,18.5625,58.6775,1,15
252,1638,41.9375,63.715,1,15
252,1640,89.00689655172413,62.06758620689655,12,15
252,1648,86.625,45.879999999999995,1,15
252,1655,78.75,38.54,1,21
252,1681,0.5,0.13,9,12
252,1713,146.25,66.875,12,15
252,1715,68.75,44.45125,1,21
252,1726,117.0,37.99,1,15
252,1731,37.125,50.769999999999996,1,11
252,1734,23.0,43.05,3,17
252,1745,138.0,36.96,1,15
252,1769,80.5,65.40571428571428,1,21
252,1790,67.375,34.825,1,21
252,1835,31.5,32.47,15,19
252,1864,38.4,49.52,15,21
252,1881,37.5,36.41,4,21
252,1953,21.875,60.781666666666666,1,15
252,1956,67.98260869565217,64.37913043478261,12,15
252,1961,35.625,38.985,13,15
252,1982,36.75,55.123333333333335,16,15
252,1983,50.666666666666664,49.07333333333333,1,15
252,1984,23.958333333333332,60.024166666666666,1,15
252,1985,123.63157894736842,57.795263157894745,12,15
252,1990,19.036363636363635,48.17727272727273,9,21
252,1991,16.5,61.92,9,21
252,1997,29.5,73.75,1,15
252,2009,9.6,17.45,20,12
252,2035,6.0,37.5,12,21
252,2052,28.571428571428573,43.958571428571425,1,15
252,2053,25.5,55.43,1,15
252,2087,26.395833333333332,43.275,1,15
252,2088,202.5,56.25,12,15
252,2089,0.30000000000000004,0.0,1,17
252,2095,18.0,42.86,1,21
252,2106,135.0,25.0,4,21
252,2164,18.0,49.482499999999995,9,17
252,2181,38.75,47.975,1,21
252,2206,39.2,43.096000000000004,16,15
252,2215,86.25,29.546666666666667,1,21
252,2234,26.25,59.505,1,11
252,2246,8.5,46.25,9,21
252,2254,68.17857142857143,39.87571428571429,1,21
252,2286,10.0,47.62,9,15
252,2313,9.583333333333334,31.06,1,21
252,2314,14.0,63.64,1,21
252,2316,27.333333333333332,50.42666666666667,1,21
252,2334,46.25,46.584999999999994,1,15
252,2341,94.0,33.45,13,19
252,2353,49.666666666666664,73.00333333333333,1,21
252,2363,35.7,46.432,1,15
252,2367,18.266666666666666,43.35666666666666,16,17
252,2384,93.15277777777777,50.36555555555555,1,15
252,2387,20.5,37.96,1,21
252,2396,40.708333333333336,50.681666666666665,1,21
252,2400,33.40909090909091,43.83,1,21
252,2412,18.0,41.86,1,21
252,2416,46.0,112.2,1,15
252,2467,58.0,39.33,3,15
252,2483,25.5,33.55,1,19
252,2494,65.25,42.49,4,21
252,2504,23.5,47.96,16,15
252,2557,23.25,34.62714285714286,12,21
252,2566,85.0,39.485,1,21
252,2571,60.0,53.1,1,21
252,2579,15.0,41.67,16,17
252,2597,30.375,45.02,1,15
252,2644,20.75,25.3,1,15
252,2691,0.5,0.0,1,17
252,2722,56.042857142857144,34.97428571428571,12,17
252,2723,41.5,42.77,12,15
252,2728,30.0,53.125,1,17
252,2730,75.0,52.45,1,17
252,2759,25.833333333333332,41.58888888888889,1,21
252,2766,37.333333333333336,44.919333333333334,12,21
252,2785,23.0,18.62,16,12
252,2788,47.75,58.525,1,21
252,2843,53.333333333333336,50.04,1,21
252,2847,37.666666666666664,38.120000000000005,13,15
252,2916,45.0,51.72,20,17
252,2917,18.0,47.37,1,17
252,2923,24.0,29.63,12,17
252,2928,22.0,49.1,1,17
252,2929,22.0,49.1,1,17
252,2936,48.5,51.46666666666667,1,21
252,2942,10.0,50.0,1,17
252,3038,100.8,49.17,1,14
252,3039,105.0,48.61,1,14
252,3055,43.5,41.230000000000004,1,19
252,3062,43.84615384615385,49.096923076923076,1,21
252,3095,63.0,39.355000000000004,12,21
252,3107,96.42857142857143,38.699285714285715,1,21
252,3123,5.5,55.0,1,21
252,3144,85.3125,57.61,1,21
252,3162,28.0,41.04125,1,21
252,3192,61.666666666666664,44.80583333333333,13,21
252,3251,35.0,35.153999999999996,1,21
252,3268,9.0,40.91,9,21
252,3298,48.0,53.63333333333333,1,21
252,3303,10.8,43.2,1,21
252,3342,36.0,41.86,16,21
252,3343,40.5,41.75,16,21
252,3353,19.099999999999998,43.69857142857143,1,21
252,3358,105.0,56.14,13,21
252,3359,15.0,39.47,4,21
252,3371,90.35714285714286,31.364285714285717,1,21
252,3373,49.09090909090909,28.732727272727274,1,21
252,3374,48.333333333333336,28.319999999999997,1,21
252,3375,35.0,30.686,1,21
252,3418,61.5,63.923333333333325,12,21
260,556,18.0,38.72714285714286,13,15
260,574,84.47083333333333,44.834583333333335,1,20
260,575,76.05,37.8825,1,20
260,589,20.0,44.663333333333334,5,14
260,597,25.625,25.95,1,15
260,604,44.8,37.65,15,14
260,613,74.0,30.14,13,20
260,620,28.528846153846153,31.07038461538462,1,15
260,629,32.5,10.0,13,21
260,674,38.3,22.788999999999998,9,17
260,702,57.0,40.82666666666667,1,20
260,708,70.0,36.595,1,15
260,713,14.0,43.75,13,18
260,714,30.0,46.15,12,20
260,738,49.36363636363637,54.31272727272728,1,20
260,788,43.2,13.25,1,21
260,792,23.195,47.2725,1,20
260,793,12.0,54.55,12,20
260,799,16.8,21.82,9,15
260,803,15.0,2.8,9,14
260,820,12.0,22.22,9,12
260,828,31.2,52.88,14,14
260,839,18.4,31.9,1,15
260,853,46.75,51.81166666666667,1,20
260,854,31.349999999999998,47.1175,1,20
260,856,56.400000000000006,52.14333333333334,1,20
260,857,10.2,37.78,12,14
260,865,14.4,7.42,1,15
260,884,125.875,42.845,1,18
260,896,51.46666666666667,60.38666666666668,12,20
260,913,32.4,37.67,9,14
260,916,15.3,33.61941176470588,9,14
260,925,55.5,40.22,1,15
260,934,142.5,36.504999999999995,13,11
260,940,0.6,12.0,15,15
260,973,54.25,38.53,1,14
260,978,10.333333333333334,43.086666666666666,13,15
260,982,25.458333333333332,42.330000000000005,1,15
260,989,27.0,29.35,1,15
260,998,37.044444444444444,37.36,1,20
260,1002,33.6,44.175,12,14
260,1006,30.5,40.13,1,18
260,1024,48.0,15.84,1,15
260,1035,34.800000000000004,50.26,13,20
260,1044,27.6,33.86125,1,14
260,1046,23.25,34.07,1,12
260,1048,17.6,15.86,3,15
260,1049,44.447826086956525,33.89217391304348,9,14
260,1076,34.8,46.2625,12,12
260,1098,20.25,25.31,15,14
260,1140,47.0,19.135,9,14
260,1147,9.9,19.41,9,15
260,1212,21.5,43.88,1,15
260,1215,79.25,39.870000000000005,4,18
260,1221,118.03402298850575,34.24170114942529,4,14
260,1251,14.4,21.82,1,15
260,1252,47.5,38.31,12,14
260,1257,61.2,54.64,9,20
260,1275,20.0,33.9,9,11
260,1366,19.8,28.29,1,15
260,1379,5.2,32.5,1,14
260,1388,24.0,36.17777777777778,1,15
260,1403,41.96739130434783,28.496956521739133,9,15
260,1416,62.4,27.49,1,21
260,1419,26.4,32.59,9,20
260,1420,22.0,42.855000000000004,1,12
260,1437,3.6,32.73,1,14
260,1438,3.3,22.0,1,15
260,1453,23.84,36.366,9,20
260,1492,10.5,20.59,1,12
260,1498,19.8125,37.9575,1,15
260,1501,28.75,44.23,1,15
260,1502,8.25,51.696666666666665,5,15
260,1506,16.071428571428573,42.565714285714286,1,15
260,1513,62.9375,41.95,1,20
260,1515,16.5,32.35,5,15
260,1516,27.25,32.83,1,18
260,1530,22.0,38.47666666666667,1,15
260,1531,9.0,28.13,5,12
260,1572,45.699999999999996,42.33571428571429,4,20
260,1579,30.0,33.32666666666666,1,15
260,1597,17.6,34.51,1,15
260,1603,36.666666666666664,35.38666666666666,1,15
260,1605,8.75,39.77,1,15
260,1614,41.875,41.815,1,20
260,1615,25.0,19.69,1,15
260,1629,42.65714285714286,32.7,1,15
260,1635,25.0,37.89,5,15
260,1637,51.375,41.3625,1,12
260,1638,45.75,43.765,1,15
260,1648,24.75,38.17,1,15
260,1653,14.5,48.10666666666666,1,15
260,1657,129.01875,38.85875,4,15
260,1668,66.0,37.20166666666667,1,20
260,1680,25.0,51.02,1,14
260,1709,50.0,42.32333333333333,1,12
260,1720,16.8,16.31,9,20
260,1727,75.0,36.23,1,15
260,1745,138.0,46.62,1,18
260,1746,100.0,37.31,1,20
260,1764,40.5,20.25,1,15
260,1765,37.4,46.17,12,20
260,1789,28.0,27.72,1,15
260,1811,115.2,34.146,4,15
260,1835,17.6,11.14,15,15
260,1937,72.0,35.29,1,14
260,1953,16.333333333333332,38.45222222222222,1,15
260,1955,19.2,14.88,5,14
260,1965,23.5,37.9,20,15
260,1971,12.75,39.730000000000004,15,15
260,1984,17.88888888888889,38.31777777777778,1,15
260,1985,35.4375,46.612500000000004,12,15
260,1990,45.6,47.05,9,20
260,1997,33.1875,35.97,1,15
260,2035,6.0,37.5,12,12
260,2038,77.14285714285714,43.18857142857143,1,15
260,2086,27.625,40.844722222222224,9,15
260,2087,35.75,27.54,1,15
260,2105,27.86842105263158,39.34,9,12
260,2145,14.4,15.65,9,15
260,2197,136.0,38.64666666666667,1,15
260,2223,16.0,27.59,1,15
260,2234,21.0,48.84,1,15
260,2236,45.5,59.09,16,15
260,2271,31.5,44.37,9,15
260,2345,39.55,37.38,12,14
260,2361,83.75,40.895714285714284,5,20
260,2384,56.5,33.39111111111111,1,15
260,2388,18.0,16.22,1,15
260,2391,62.0,36.495,5,15
260,2396,48.1,33.957499999999996,1,20
260,2400,25.5,42.335,1,15
260,2412,33.333333333333336,41.339999999999996,1,20
260,2416,43.083333333333336,40.61833333333333,1,15
260,2504,23.5,34.06,16,18
260,2509,12.5,34.94,1,15
260,2558,49.0,47.34166666666667,1,20
260,2569,57.9375,31.848750000000003,1,14
260,2597,20.25,40.5,1,15
260,2649,86.125,18.593333333333334,1,20
260,2700,4.5,20.45,9,12
260,2704,21.75,59.375,9,20
260,2726,42.0,40.79909090909091,1,15
260,2815,95.36,35.86,1,20
260,2848,44.1,20.14,1,12
260,2925,45.75,47.105000000000004,1,20
260,2936,20.0,40.82,1,14
260,2948,33.6,34.64,1,14
260,3008,26.0,43.31666666666666,1,12
260,3016,7.3,34.403333333333336,1,14
260,3017,11.22,35.684000000000005,1,14
260,3023,12.0,37.5,9,12
260,3164,27.0,62.665,1,20
260,3166,3.6,22.5,1,20
260,3172,136.5,28.493333333333336,4,20
260,3188,20.0,40.82,9,14
260,3190,18.7,41.943333333333335,1,14
260,3203,10.5,29.395,1,14
260,3205,20.0,37.04,9,17
260,3207,29.116470588235295,34.13,4,14
260,3218,24.75,27.785,1,12
260,3263,18.75,34.72,1,20
260,3313,19.96153846153846,42.22461538461538,1,12
260,3314,12.6,29.3,5,12
260,3315,18.0,50.0,9,14
260,3459,15.0,41.67,9,12
261,103,131.56666666666666,41.20333333333333,15,12
261,556,59.169999999999995,52.64,13,12
261,574,19.2,50.53,1,12
261,575,22.5,14.28,1,12
261,601,113.9,34.52,12,12
261,604,47.475,35.602,15,11
261,612,68.97179487179487,44.06923076923077,15,12
261,628,34.0,39.53,15,17
261,633,52.75,37.68833333333333,12,12
261,674,32.46153846153846,42.6023076923077,9,20
261,678,91.17857142857143,54.05714285714286,12,20
261,679,132.22857142857143,62.13628571428571,15,11
261,688,48.166666666666664,33.21,12,12
261,698,21.0,65.62,1,20
