,IDEmploye,IDOperation,avg_temps,avg_rendement,most_used_machine,most_used_chain,Sexe,EtatCivil,Specialite,IDChaineMontage,TauxHoraire,Allure,Status,Age,Expertise
3564,244,880,46.8,72.0,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3565,244,888,106.9357142857143,81.12071428571429,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3566,244,890,105.25384615384615,83.73384615384614,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3567,244,896,19.5,71.28,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3568,244,910,54.720000000000006,88.44800000000001,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3569,244,916,12.0,48.0,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3570,244,925,42.25,69.47,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3571,244,934,53.59615384615385,64.44769230769231,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3572,244,966,11.25,70.31666666666666,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3573,244,969,83.25,33.0775,13,14,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3574,244,975,52.0,74.29,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3575,244,978,15.0,49.42666666666667,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3576,244,984,91.0625,38.95,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3577,244,985,97.75,33.24,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3578,244,996,47.25,87.735,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3579,244,998,20.55,51.33,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3580,244,1002,135.44838709677418,79.11096774193548,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3581,244,1003,24.0,40.68,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3582,244,1004,72.0,62.95,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3583,244,1017,30.5,69.32,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3584,244,1026,108.0,83.08,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3585,244,1035,14.4,49.66,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3586,244,1039,49.75,71.98277777777778,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3587,244,1040,50.90277777777778,72.98944444444444,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3588,244,1045,48.0,50.052,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3589,244,1049,20.0,74.07,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3590,244,1053,45.6,64.23,9,13,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3591,244,1055,55.25,53.21,1,17,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3592,244,1056,22.0,51.16,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3593,244,1065,21.5,59.69,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3594,244,1076,59.68928571428571,55.010714285714286,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3595,244,1090,71.75,53.15,1,17,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3596,244,1093,27.0,84.38,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3597,244,1101,60.875,37.7325,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3598,244,1105,37.5,63.56,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3599,244,1114,6.0,66.67,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3600,244,1128,110.97058823529412,49.75176470588235,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3601,244,1142,97.0,80.4025,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3602,244,1145,54.6,76.9,3,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3603,244,1153,242.5,83.37,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3604,244,1157,59.66666666666666,88.25999999999999,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3605,244,1161,62.25714285714286,79.81857142857143,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3606,244,1162,10.08,91.64,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3607,244,1175,85.9375,66.83875,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3608,244,1215,55.21875,61.93291666666666,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3609,244,1238,91.5,53.305,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3610,244,1244,26.0,77.99428571428572,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3611,244,1275,20.0,81.66,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3612,244,1284,20.0,56.978,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3613,244,1333,30.3,77.39,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3614,244,1363,77.625,53.465,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3615,244,1366,83.78658536585365,64.43878048780488,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3616,244,1370,71.5,40.16,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3617,244,1388,56.25,35.92,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3618,244,1401,27.0,29.35,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3619,244,1403,127.5,54.74,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3620,244,1435,78.0,51.66,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3621,244,1469,47.880434782608695,64.46608695652174,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3622,244,1471,32.666666666666664,59.53333333333333,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3623,244,1475,35.0,30.43,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3624,244,1476,57.5,35.49,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3625,244,1498,11.25,75.0,1,13,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3626,244,1500,50.0,38.46,12,13,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3627,244,1513,72.875,55.5525,1,17,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3628,244,1521,29.5,45.38,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3629,244,1536,63.9375,49.5025,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3630,244,1553,85.56666666666666,68.34777777777778,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3631,244,1572,19.2,53.33,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3632,244,1597,75.3157894736842,59.83447368421053,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3633,244,1608,31.0,65.61,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3634,244,1629,24.666666666666668,41.056666666666665,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3635,244,1632,30.5,69.32,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3636,244,1640,43.392857142857146,63.29285714285714,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3637,244,1644,86.2,53.199,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3638,244,1668,70.125,59.2,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3640,244,1691,7.25,42.65,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3641,244,1716,43.05,55.870000000000005,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3642,244,1720,25.2,93.33,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3643,244,1746,43.75,72.23,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3644,244,1750,84.4186046511628,58.57790697674418,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3645,244,1760,105.42222222222225,69.92,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3646,244,1769,77.21428571428571,104.45142857142856,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3647,244,1799,26.928571428571427,72.68571428571428,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3648,244,1814,52.0,40.0,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3649,244,1819,40.0,47.6,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3650,244,1832,41.833333333333336,84.73666666666666,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3651,244,1851,25.5,45.54,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3652,244,1859,33.0,40.74,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3653,244,1862,13.0,44.83,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3654,244,1943,193.5,70.36,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3655,244,1961,94.4318181818182,51.557272727272725,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3656,244,1964,72.0,77.04444444444444,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3657,244,1990,5.4,43.0,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3658,244,2052,25.0,67.645,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3659,244,2059,57.0,52.47,5,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3660,244,2063,33.0,40.74,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3661,244,2076,25.5,79.69,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3662,244,2079,26.5,41.370000000000005,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3663,244,2088,54.82000000000001,67.48400000000001,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3664,244,2096,146.0,63.48,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3665,244,2125,126.61111111111111,66.41777777777777,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3666,244,2160,24.0,63.16,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3667,244,2168,77.35,102.075,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3668,244,2176,36.5,48.03,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3669,244,2183,48.75,61.15,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3670,244,2193,100.62222222222222,69.92722222222223,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3671,244,2197,52.86538461538461,47.74461538461538,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3672,244,2206,35.77777777777778,64.89333333333333,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3673,244,2231,37.45,92.31166666666668,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3674,244,2232,88.7,81.15299999999999,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3675,244,2235,32.0,65.31,16,15,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3676,244,2240,149.33333333333334,60.78333333333334,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3677,244,2250,44.61818181818182,69.86181818181818,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3678,244,2301,109.08333333333331,65.00888888888889,13,17,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3679,244,2322,19.6,57.715,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3680,244,2367,60.0,48.94,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3681,244,2372,217.14285714285717,64.72428571428571,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3682,244,2374,45.11111111111112,56.086666666666666,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3683,244,2385,25.5,67.11,16,15,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3684,244,2391,58.0,63.04,5,13,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3685,244,2396,29.885714285714283,61.95,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3686,244,2404,30.5,69.32,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3687,244,2405,30.5,54.725,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3688,244,2406,61.0,41.78,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3689,244,2429,58.75,52.46,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3690,244,2478,17.5,31.25,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3691,244,2483,55.5,39.55,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3692,244,2496,132.3125,74.565,5,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3693,244,2556,68.8,101.235,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3694,244,2558,12.0,31.58,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3695,244,2577,66.78,50.760000000000005,12,14,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3696,244,2583,18.6,37.96,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3697,244,2613,16.25,56.03,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3698,244,2616,19.166666666666668,69.06,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3699,244,2623,40.5,57.8,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3700,244,2642,37.0,68.32333333333334,3,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3701,244,2681,28.8,54.71,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3702,244,2683,29.4,40.605,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3703,244,2700,35.18181818181818,58.49909090909091,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3704,244,2704,9.0,60.61,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3705,244,2711,74.16666666666667,83.9,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3706,244,2715,150.0,75.0,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3707,244,2724,41.0,40.47,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3708,244,2726,66.66666666666667,46.41166666666667,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3709,244,2782,15.5,57.41,16,15,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3710,244,2925,21.0,55.553333333333335,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3711,244,2998,86.125,66.68125,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3712,244,3092,102.0,75.59,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3713,244,3093,38.5,89.53,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3714,244,3100,98.35714285714286,59.35214285714285,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3715,244,3132,77.14285714285714,54.36142857142857,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3716,244,3164,28.8,62.61,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3717,244,3167,29.84375,61.524375,13,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3718,244,3197,25.200000000000003,75.565,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3719,244,3203,11.5,77.68,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3720,244,3204,12.0,70.59,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3721,244,3206,40.0,60.98,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3722,244,3207,24.0,43.64,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3723,244,3213,36.5,60.83,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3724,244,3215,32.0,59.82,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3725,244,3282,58.11764705882353,58.62352941176471,4,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3726,244,3284,54.0,40.0,1,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3727,244,3293,120.0,36.75666666666667,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3728,244,3405,82.8,80.24600000000001,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3729,244,3406,40.5,81.825,9,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3730,244,3413,66.22727272727273,69.68454545454546,15,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3731,244,3414,32.458333333333336,68.09750000000001,12,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3732,244,3423,11.75,73.44,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3733,244,3429,43.125,67.13125,9,17,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3734,244,3443,13.458333333333334,55.06666666666666,16,20,1,2,Polyvalente,20,5.568,100.0,1,41.0,10
3735,245,8,20.766666666666666,14.816666666666668,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3740,245,589,77.18407079646018,33.58787610619469,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3741,245,600,29.0,19.46,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3746,245,652,14.5,13.94,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3747,245,674,37.5,18.586666666666662,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3754,245,735,54.0,22.04,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3757,245,746,46.66666666666666,11.666666666666666,16,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3765,245,803,39.31201492537313,21.555,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3768,245,843,29.5,26.11,16,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3770,245,854,2.8,11.2,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3777,245,896,23.78,18.166666666666668,12,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3780,245,913,28.5,41.553333333333335,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3788,245,990,26.0,26.8,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3791,245,1029,21.316666666666663,15.743333333333334,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3799,245,1092,7.95,16.35,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3802,245,1140,5.2,53.14,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3808,245,1221,20.866666666666667,11.47,4,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3810,245,1251,36.68571428571429,10.44,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3815,245,1278,16.15,19.23,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3818,245,1335,27.0,19.29,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3821,245,1402,57.6,40.0,16,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3822,245,1403,42.13333333333333,14.846666666666666,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3824,245,1416,27.0,27.84,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3831,245,1499,26.33333333333333,13.566666666666668,15,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3833,245,1504,22.0,27.16,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3843,245,1629,40.5,11.54,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3846,245,1660,18.0,19.57,12,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3849,245,1686,14.0,14.345,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3851,245,1715,55.5,18.69,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3856,245,1746,61.4,31.03,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3857,245,1790,27.5,20.185,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3868,245,1991,28.5,11.87,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3869,245,2007,25.2,66.32,20,21,1,2,Finition,14,4.845,0.0,1,34.0,10
3870,245,2050,25.5,19.62,4,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3871,245,2053,19.125,19.485,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3874,245,2079,26.0,30.23,13,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3875,245,2098,15.75,18.495,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3876,245,2102,15.4,70.0,1,21,1,2,Finition,14,4.845,0.0,1,34.0,10
3877,245,2155,39.0,32.77,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3885,245,2223,16.0,27.12,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3886,245,2242,16.0,28.57,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3889,245,2334,35.5,21.875,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3895,245,2384,40.5,15.825,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3896,245,2391,10.0,27.78,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3898,245,2409,25.0,12.895,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3901,245,2495,33.5,24.81,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3910,245,2630,9.0,20.93,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3913,245,2681,28.8,40.0,9,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3915,245,2728,5.6571428571428575,12.577142857142857,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3919,245,2788,21.6,10.8,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3927,245,2936,36.0,29.27,1,17,1,2,Finition,14,4.845,0.0,1,34.0,10
3928,245,2942,24.0,17.14,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3942,245,3090,35.5,24.32,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3943,245,3100,54.0,32.34,13,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3944,245,3101,28.0,32.56,8,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3946,245,3178,12.2,10.9,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3950,245,3237,32.0,13.79,1,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3955,245,3396,9.5,17.59,5,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3956,245,3423,62.0,21.23,16,13,1,2,Finition,14,4.845,0.0,1,34.0,10
3957,250,103,116.19347826086955,63.13434782608695,15,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3958,250,556,27.13372093023256,46.38558139534884,13,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3959,250,574,16.48,33.496,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3960,250,575,31.55,53.63666666666667,1,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3961,250,581,147.4516129032258,48.51032258064516,13,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3962,250,604,0.7,17.5,15,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3963,250,609,51.02777777777778,49.36111111111112,13,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3964,250,612,70.87777777777778,63.30944444444444,15,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3965,250,613,62.41666666666666,50.97307692307693,13,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3966,250,615,44.645,51.408,13,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3967,250,616,46.88461538461539,51.11615384615384,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3968,250,618,92.71875,61.9775,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3969,250,629,94.5,76.21,13,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3970,250,633,91.102,52.43,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3971,250,641,34.95454545454545,49.73,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3972,250,674,38.0,27.478,9,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3973,250,688,39.0375,50.19,12,18,1,2,Surjet,12,5.588,0.0,1,47.0,10
3974,250,698,30.642857142857142,52.21999999999999,1,18,1,2,Surjet,12,5.588,0.0,1,47.0,10
3975,250,706,36.333333333333336,51.65833333333333,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3976,250,709,60.56666666666667,60.19733333333333,15,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3977,250,713,33.51315789473684,49.1221052631579,13,18,1,2,Surjet,12,5.588,0.0,1,47.0,10
3978,250,714,30.5,60.5575,12,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3979,250,716,12.0,70.59,13,18,1,2,Surjet,12,5.588,0.0,1,47.0,10
3980,250,717,46.66666666666666,48.76333333333333,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3981,250,744,3.6,29.74,16,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3982,250,756,14.0,82.35,12,18,1,2,Surjet,12,5.588,0.0,1,47.0,10
3983,250,779,28.5,39.685,9,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3984,250,782,32.34,61.03,12,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3985,250,792,34.2,67.13000000000001,1,17,1,2,Surjet,12,5.588,0.0,1,47.0,10
3986,250,793,36.78809523809524,66.6152380952381,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3987,250,796,25.73333333333333,63.028888888888886,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3988,250,799,26.5,31.860000000000003,9,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3989,250,821,8.0,40.0,5,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3990,250,826,8.0,22.86,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3991,250,828,111.1873417721519,39.35993670886076,14,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3992,250,839,15.583333333333334,35.47833333333333,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3993,250,842,76.475,56.744375,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3994,250,843,37.2,53.14,16,20,1,2,Surjet,12,5.588,0.0,1,47.0,10
3995,250,845,23.75,45.47625,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3996,250,853,15.25,43.66666666666666,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3997,250,854,48.85714285714285,38.721428571428575,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3998,250,856,9.275,56.31583333333333,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
3999,250,857,1.4,28.0,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
4000,250,868,21.9,37.925,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
4001,250,884,79.8076923076923,49.51769230769231,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
4002,250,885,36.75,93.375,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
4003,250,888,90.4,76.88666666666667,12,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
4004,250,890,76.53333333333333,73.96333333333332,1,12,1,2,Surjet,12,5.588,0.0,1,47.0,10
